"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 28 15:52:19 GMT 2023","Sat Jan 28 15:52:23 GMT 2023","4146","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyIRememberMyPassword","Verify the user is redirected to the Password page when clicking on I remember my password button",""
"passed","Sat Jan 28 15:52:26 GMT 2023","Sat Jan 28 15:52:30 GMT 2023","3998","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyShowPassword","Verify the user can show the password",""
"failed","Sat Jan 28 15:51:48 GMT 2023","Sat Jan 28 15:51:49 GMT 2023","1947","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithInvalidEmailFormat","Verify that login field accept valid email address format",""
"passed","Sat Jan 28 15:52:49 GMT 2023","Sat Jan 28 15:52:53 GMT 2023","4292","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheIncorrectPassword","Verify the error message when entering incorrect password",""
"failed","Sat Jan 28 15:52:41 GMT 2023","Sat Jan 28 15:52:45 GMT 2023","4256","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheInValidPasswordLength","Verify the error message when entering password with a few than 8 characters",""
"passed","Sat Jan 28 15:52:03 GMT 2023","Sat Jan 28 15:52:08 GMT 2023","4116","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyForgotPassword","Verify the user is redirected to the Forgot Password page when clicking on forgot password button",""
"passed","Sat Jan 28 15:52:34 GMT 2023","Sat Jan 28 15:52:38 GMT 2023","4065","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheInValidPassword","Verify the error message when entering invalid password",""
"failed","Sat Jan 28 15:51:54 GMT 2023","Sat Jan 28 15:51:55 GMT 2023","1610","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithNotExistEmail","Verify the login with not exist email address",""
"passed","Sat Jan 28 15:52:11 GMT 2023","Sat Jan 28 15:52:16 GMT 2023","4478","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyHidePassword","Verify the user can hide the password after showing it",""
"passed","Sat Jan 28 15:51:58 GMT 2023","Sat Jan 28 15:52:00 GMT 2023","1711","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithValidEmail","Verify the user is redirected to the Pin Code page when entering valid email",""
