"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 27 14:35:33 GMT 2022","Tue Dec 27 14:35:33 GMT 2022","207","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyNotificationsIcon","Verify that the Notifications Icon is displayed and clickable at the page corner",""
"passed","Tue Dec 27 14:35:25 GMT 2022","Tue Dec 27 14:35:26 GMT 2022","698","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyNewPolicyMenuVisibility","Verify that the New Policy Menu is shown when clicking on Order Policies button",""
"passed","Tue Dec 27 14:36:35 GMT 2022","Tue Dec 27 14:36:39 GMT 2022","4491","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyShowPassword","Verify the user can show the password",""
"passed","Tue Dec 27 14:37:40 GMT 2022","Tue Dec 27 14:37:45 GMT 2022","4948","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheValidPassword","Verify the user is redirected to the Home page when entering valid password",""
"passed","Tue Dec 27 14:33:11 GMT 2022","Tue Dec 27 14:33:13 GMT 2022","2103","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyResendPinButton","Verify that the resend pin button is clickable",""
"passed","Tue Dec 27 14:34:39 GMT 2022","Tue Dec 27 14:34:42 GMT 2022","2651","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyGuardMeDocumentsUrl","Verify the user is redirected to the Guard.me Documents page when clicking on Guard.me Documents button",""
"passed","Tue Dec 27 14:35:39 GMT 2022","Tue Dec 27 14:35:41 GMT 2022","1809","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyOrderNewPolicyWithIrelandProduct","Verify when the user selects the Ireland product is shown successfully",""
"passed","Tue Dec 27 14:35:10 GMT 2022","Tue Dec 27 14:35:12 GMT 2022","2633","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyManageUsersUrl","Verify the user is redirected to the Account Details page when clicking on Manage Users button",""
"passed","Tue Dec 27 14:35:56 GMT 2022","Tue Dec 27 14:35:57 GMT 2022","1720","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyOrderNewPolicyWithMultiRiskProduct","Verify when the user selects the Multi Risk product is shown successfully",""
"passed","Tue Dec 27 14:37:49 GMT 2022","Tue Dec 27 14:37:50 GMT 2022","1247","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithInvalidEmailFormat","Verify that login field accept valid email address format",""
"passed","Tue Dec 27 14:36:04 GMT 2022","Tue Dec 27 14:36:04 GMT 2022","64","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyPageLogo","Verify that the page Logo is displayed at the page corner",""
"passed","Tue Dec 27 14:38:31 GMT 2022","Tue Dec 27 14:38:32 GMT 2022","1680","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithValidEmail","Verify the user is redirected to the Pin Code page when entering valid email",""
"passed","Tue Dec 27 14:36:08 GMT 2022","Tue Dec 27 14:36:13 GMT 2022","4187","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyForgotPassword","Verify the user is redirected to the Forgot Password page when clicking on forgot password button",""
"passed","Tue Dec 27 14:35:02 GMT 2022","Tue Dec 27 14:35:03 GMT 2022","1600","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyInvoiceAndPaymentsUrl","Verify the user is redirected to the Invoice Payments page when clicking on Invoice Payments button",""
"passed","Tue Dec 27 14:33:32 GMT 2022","Tue Dec 27 14:33:35 GMT 2022","3679","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyWhenEnteringAnySixCharacters","Verify that the pin code input fields accept valid code digits",""
"passed","Tue Dec 27 14:33:23 GMT 2022","Tue Dec 27 14:33:28 GMT 2022","4087","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyThePinCode","Verify the user is redirected to the Password page when entering valid Pin Code",""
"passed","Tue Dec 27 14:34:55 GMT 2022","Tue Dec 27 14:34:55 GMT 2022","28","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyHomePageUrl","Verify the user is on the Home page",""
"passed","Tue Dec 27 14:33:18 GMT 2022","Tue Dec 27 14:33:19 GMT 2022","1655","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyThatTheEmailIsDisplayedCorrectly","Verify that the email of the user displayed correctly if user used email method to login",""
"passed","Tue Dec 27 14:34:33 GMT 2022","Tue Dec 27 14:34:33 GMT 2022","154","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyCampusIsDisplayed","Verify that the page Campus Name is displayed at the page corner",""
"passed","Tue Dec 27 14:34:48 GMT 2022","Tue Dec 27 14:34:49 GMT 2022","203","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyHamburgerIcon","Verify that the Hamburger Icon is displayed and clickable at the page corner",""
"passed","Tue Dec 27 14:36:52 GMT 2022","Tue Dec 27 14:36:56 GMT 2022","4217","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheInValidPasswordLength","Verify the error message when entering password with a few than 8 characters",""
"passed","Tue Dec 27 14:33:04 GMT 2022","Tue Dec 27 14:33:07 GMT 2022","2905","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyGoBackButton","Verify that the user is redirected to the login page when clicking on the Go Back button",""
"passed","Tue Dec 27 14:35:47 GMT 2022","Tue Dec 27 14:35:49 GMT 2022","1880","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyOrderNewPolicyWithMultiRiskAndCancellationProduct","Verify when the user selects the Multi Risk + Cancellation product is shown successfully",""
"broken","Tue Dec 27 14:37:01 GMT 2022","Tue Dec 27 14:37:36 GMT 2022","35189","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheIncorrectPassword","Verify the error message when entering incorrect password",""
"passed","Tue Dec 27 14:34:25 GMT 2022","Tue Dec 27 14:34:26 GMT 2022","1614","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyAccountSettingsUrl","Verify the user is redirected to the Account Details page when clicking on Account Settings button",""
"passed","Tue Dec 27 14:36:26 GMT 2022","Tue Dec 27 14:36:30 GMT 2022","4511","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyIRememberMyPassword","Verify the user is redirected to the Password page when clicking on I remember my password button",""
"passed","Tue Dec 27 14:35:19 GMT 2022","Tue Dec 27 14:35:19 GMT 2022","73","Surefire suite","Surefire test","tests.HomeScreenTest","tests.HomeScreenTest","verifyNameOfUser","Verify that the user name is displayed to on Home screen ",""
"passed","Tue Dec 27 14:36:17 GMT 2022","Tue Dec 27 14:36:22 GMT 2022","5060","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyHidePassword","Verify the user can hide the password after showing it",""
"broken","Tue Dec 27 14:37:55 GMT 2022","Tue Dec 27 14:38:26 GMT 2022","31780","Surefire suite","Surefire test","tests.LoginTest","tests.LoginTest","loginWithNotExistEmail","Verify the login with not exist email address",""
"failed","Tue Dec 27 14:36:43 GMT 2022","Tue Dec 27 14:36:48 GMT 2022","4759","Surefire suite","Surefire test","tests.PasswordTest","tests.PasswordTest","verifyTheInValidPassword","Verify the error message when entering invalid password",""
"broken","Tue Dec 27 14:33:39 GMT 2022","Tue Dec 27 14:34:14 GMT 2022","34336","Surefire suite","Surefire test","tests.VerifyPinTest","tests.VerifyPinTest","verifyWhenEnteringIncorrectPinCode","Verify the error message when entering incorrect pin code",""
